Item ID:102613,Old QRId:19450,New QRId:19450
Item ID:103487,Old QRId:None,New QRId:20032
Item ID:103488,Old QRId:None,New QRId:20033
Item ID:103489,Old QRId:None,New QRId:20034
Item ID:103490,Old QRId:None,New QRId:20035
Item ID:103491,Old QRId:None,New QRId:20036
Item ID:103492,Old QRId:None,New QRId:20037
Item ID:103493,Old QRId:None,New QRId:20038
Item ID:103494,Old QRId:None,New QRId:20039
Item ID:103495,Old QRId:None,New QRId:20040
Item ID:103496,Old QRId:None,New QRId:20041
Item ID:103497,Old QRId:None,New QRId:20042
Item ID:103498,Old QRId:None,New QRId:20043
Item ID:103499,Old QRId:None,New QRId:20044
Item ID:103500,Old QRId:None,New QRId:20045
Item ID:103501,Old QRId:None,New QRId:20046
Item ID:103502,Old QRId:None,New QRId:20047
Item ID:103503,Old QRId:None,New QRId:20048
Item ID:103504,Old QRId:None,New QRId:20049
Item ID:103505,Old QRId:None,New QRId:20050
Item ID:103506,Old QRId:None,New QRId:20051
Item ID:160532,Old QRId:None,New QRId:20052
Item ID:160533,Old QRId:None,New QRId:20053
Item ID:102422,Old QRId:None,New QRId:20054
Item ID:102423,Old QRId:None,New QRId:20055
Item ID:102424,Old QRId:None,New QRId:20056
Item ID:102425,Old QRId:None,New QRId:20057
Item ID:102426,Old QRId:None,New QRId:20058
Item ID:102427,Old QRId:None,New QRId:20059
Item ID:102428,Old QRId:None,New QRId:20060
Item ID:102429,Old QRId:None,New QRId:20061
Item ID:102430,Old QRId:None,New QRId:20062
Item ID:102431,Old QRId:None,New QRId:20063
Item ID:102432,Old QRId:None,New QRId:20064
Item ID:102433,Old QRId:None,New QRId:20065
Item ID:102434,Old QRId:None,New QRId:20066
Item ID:102435,Old QRId:None,New QRId:20067
Item ID:102436,Old QRId:None,New QRId:20068
Item ID:102437,Old QRId:None,New QRId:20069
Item ID:102438,Old QRId:None,New QRId:20070
Item ID:102439,Old QRId:None,New QRId:20071
Item ID:102440,Old QRId:None,New QRId:20072
Item ID:102441,Old QRId:None,New QRId:20073
Item ID:102442,Old QRId:None,New QRId:20074
Item ID:102443,Old QRId:None,New QRId:20075
Item ID:102444,Old QRId:None,New QRId:20076
Item ID:102445,Old QRId:None,New QRId:20077
Item ID:102446,Old QRId:None,New QRId:20078
Item ID:102447,Old QRId:None,New QRId:20079
Item ID:102448,Old QRId:None,New QRId:20080
Item ID:102449,Old QRId:None,New QRId:20081
Item ID:102450,Old QRId:None,New QRId:20082
Item ID:102451,Old QRId:None,New QRId:20083
Item ID:102452,Old QRId:None,New QRId:20084
Item ID:102453,Old QRId:None,New QRId:20085
Item ID:102454,Old QRId:None,New QRId:20086
Item ID:102455,Old QRId:None,New QRId:20087
Item ID:102456,Old QRId:None,New QRId:20088
Item ID:102457,Old QRId:None,New QRId:20089
Item ID:102458,Old QRId:None,New QRId:20090
Item ID:102459,Old QRId:None,New QRId:20091
Item ID:102460,Old QRId:None,New QRId:20092
Item ID:102461,Old QRId:None,New QRId:20093
Item ID:102462,Old QRId:None,New QRId:20094
Item ID:102463,Old QRId:None,New QRId:20095
Item ID:102464,Old QRId:None,New QRId:20096
Item ID:102465,Old QRId:None,New QRId:20097
Item ID:102466,Old QRId:None,New QRId:20098
Item ID:102467,Old QRId:None,New QRId:20099
Item ID:102468,Old QRId:None,New QRId:20100
Item ID:102469,Old QRId:None,New QRId:20101
Item ID:102470,Old QRId:None,New QRId:20102
Item ID:102471,Old QRId:None,New QRId:20103
Item ID:102472,Old QRId:None,New QRId:20104
Item ID:102473,Old QRId:None,New QRId:20105
Item ID:102474,Old QRId:None,New QRId:20106
Item ID:102475,Old QRId:None,New QRId:20107
Item ID:102476,Old QRId:None,New QRId:20108
Item ID:102477,Old QRId:None,New QRId:20109
Item ID:102478,Old QRId:None,New QRId:20110
Item ID:102479,Old QRId:None,New QRId:20111
Item ID:102480,Old QRId:None,New QRId:20112
Item ID:102481,Old QRId:None,New QRId:20113
Item ID:102482,Old QRId:None,New QRId:20114
Item ID:102483,Old QRId:None,New QRId:20115
Item ID:102484,Old QRId:None,New QRId:20116
Item ID:102485,Old QRId:None,New QRId:20117
Item ID:102486,Old QRId:None,New QRId:20118
Item ID:102487,Old QRId:None,New QRId:20119
Item ID:102488,Old QRId:None,New QRId:20120
Item ID:102489,Old QRId:None,New QRId:20121
Item ID:102490,Old QRId:None,New QRId:20122
Item ID:102491,Old QRId:None,New QRId:20123
Item ID:102492,Old QRId:None,New QRId:20124
Item ID:102493,Old QRId:None,New QRId:20125
Item ID:102494,Old QRId:None,New QRId:20126
Item ID:102495,Old QRId:None,New QRId:20127
Item ID:102496,Old QRId:None,New QRId:20128
Item ID:102497,Old QRId:None,New QRId:20129
Item ID:102498,Old QRId:None,New QRId:20130
Item ID:102499,Old QRId:None,New QRId:20131
Item ID:102500,Old QRId:None,New QRId:20132
Item ID:102501,Old QRId:None,New QRId:20133
Item ID:102502,Old QRId:None,New QRId:20134
Item ID:102503,Old QRId:None,New QRId:20135
Item ID:102504,Old QRId:None,New QRId:20136
Item ID:102505,Old QRId:None,New QRId:20137
Item ID:102506,Old QRId:None,New QRId:20138
Item ID:102507,Old QRId:None,New QRId:20139
Item ID:102508,Old QRId:None,New QRId:20140
Item ID:102509,Old QRId:None,New QRId:20141
Item ID:102510,Old QRId:None,New QRId:20142
Item ID:102511,Old QRId:None,New QRId:20143
Item ID:102512,Old QRId:None,New QRId:20144
Item ID:102513,Old QRId:None,New QRId:20145
Item ID:102514,Old QRId:None,New QRId:20146
Item ID:102515,Old QRId:None,New QRId:20147
Item ID:102516,Old QRId:None,New QRId:20148
Item ID:102517,Old QRId:None,New QRId:20149
Item ID:102518,Old QRId:None,New QRId:20150
Item ID:102519,Old QRId:None,New QRId:20151
Item ID:102520,Old QRId:None,New QRId:20152
Item ID:102521,Old QRId:None,New QRId:20153
Item ID:102522,Old QRId:None,New QRId:20154
Item ID:102523,Old QRId:None,New QRId:20155
Item ID:102524,Old QRId:None,New QRId:20156
Item ID:102525,Old QRId:None,New QRId:20157
Item ID:102526,Old QRId:None,New QRId:20158
Item ID:102527,Old QRId:None,New QRId:20159
Item ID:102528,Old QRId:None,New QRId:20160
Item ID:102529,Old QRId:None,New QRId:20161
Item ID:102530,Old QRId:None,New QRId:20162
Item ID:102531,Old QRId:None,New QRId:20163
Item ID:102532,Old QRId:None,New QRId:20164
Item ID:102533,Old QRId:None,New QRId:20165
Item ID:102534,Old QRId:None,New QRId:20166
Item ID:102535,Old QRId:None,New QRId:20167
Item ID:102536,Old QRId:None,New QRId:20168
Item ID:102537,Old QRId:None,New QRId:20169
Item ID:102538,Old QRId:None,New QRId:20170
Item ID:102539,Old QRId:None,New QRId:20171
Item ID:102540,Old QRId:None,New QRId:20172
Item ID:102541,Old QRId:None,New QRId:20173
Item ID:102542,Old QRId:None,New QRId:20174
Item ID:102543,Old QRId:None,New QRId:20175
Item ID:102544,Old QRId:None,New QRId:20176
Item ID:102545,Old QRId:None,New QRId:20177
Item ID:102546,Old QRId:None,New QRId:20178
Item ID:102547,Old QRId:None,New QRId:20179
Item ID:102548,Old QRId:None,New QRId:20180
Item ID:102549,Old QRId:None,New QRId:20181
Item ID:102550,Old QRId:None,New QRId:20182
Item ID:102551,Old QRId:None,New QRId:20183
Item ID:102552,Old QRId:None,New QRId:20184
Item ID:102553,Old QRId:None,New QRId:20185
Item ID:102554,Old QRId:None,New QRId:20186
Item ID:102555,Old QRId:None,New QRId:20187
Item ID:102556,Old QRId:None,New QRId:20188
Item ID:102557,Old QRId:None,New QRId:20189
Item ID:102558,Old QRId:None,New QRId:20190
Item ID:102559,Old QRId:None,New QRId:20191
Item ID:102560,Old QRId:None,New QRId:20192
Item ID:102561,Old QRId:None,New QRId:20193
Item ID:102562,Old QRId:None,New QRId:20194
Item ID:102563,Old QRId:None,New QRId:20195
Item ID:102564,Old QRId:None,New QRId:20196
Item ID:102565,Old QRId:None,New QRId:20197
Item ID:102566,Old QRId:None,New QRId:20198
Item ID:102567,Old QRId:None,New QRId:20199
Item ID:102568,Old QRId:None,New QRId:20200
Item ID:102569,Old QRId:None,New QRId:20201
Item ID:102570,Old QRId:None,New QRId:20202
Item ID:102571,Old QRId:None,New QRId:20203
Item ID:102572,Old QRId:None,New QRId:20204
Item ID:102573,Old QRId:None,New QRId:20205
Item ID:102574,Old QRId:None,New QRId:20206
Item ID:102575,Old QRId:None,New QRId:20207
Item ID:102576,Old QRId:None,New QRId:20208
Item ID:102577,Old QRId:None,New QRId:20209
Item ID:102578,Old QRId:None,New QRId:20210
Item ID:102579,Old QRId:None,New QRId:20211
Item ID:102580,Old QRId:None,New QRId:20212
Item ID:102581,Old QRId:None,New QRId:20213
Item ID:102582,Old QRId:None,New QRId:20214
Item ID:102583,Old QRId:None,New QRId:20215
Item ID:102584,Old QRId:None,New QRId:20216
Item ID:102585,Old QRId:None,New QRId:20217
Item ID:102586,Old QRId:None,New QRId:20218
Item ID:102587,Old QRId:None,New QRId:20219
Item ID:102588,Old QRId:None,New QRId:20220
Item ID:102589,Old QRId:None,New QRId:20221
Item ID:102590,Old QRId:None,New QRId:20222
Item ID:102591,Old QRId:None,New QRId:20223
Item ID:102592,Old QRId:None,New QRId:20224
Item ID:102593,Old QRId:None,New QRId:20225
Item ID:102594,Old QRId:None,New QRId:20226
Item ID:102595,Old QRId:None,New QRId:20227
Item ID:102596,Old QRId:None,New QRId:20228
Item ID:102597,Old QRId:None,New QRId:20229
Item ID:102598,Old QRId:None,New QRId:20230
Item ID:102599,Old QRId:None,New QRId:20231
Item ID:102600,Old QRId:None,New QRId:20232
Item ID:102601,Old QRId:None,New QRId:20233
Item ID:102602,Old QRId:None,New QRId:20234
Item ID:102603,Old QRId:None,New QRId:20235
Item ID:102604,Old QRId:None,New QRId:20236
Item ID:102605,Old QRId:None,New QRId:20237
Item ID:102606,Old QRId:None,New QRId:20238
Item ID:102607,Old QRId:None,New QRId:20239
Item ID:102608,Old QRId:None,New QRId:20240
Item ID:102609,Old QRId:None,New QRId:20241
Item ID:102610,Old QRId:None,New QRId:20242
Item ID:102611,Old QRId:None,New QRId:20243
Item ID:102977,Old QRId:None,New QRId:20244
Item ID:102978,Old QRId:None,New QRId:20245
Item ID:102979,Old QRId:None,New QRId:20246
Item ID:102980,Old QRId:None,New QRId:20247
Item ID:102981,Old QRId:None,New QRId:20248
Item ID:102982,Old QRId:None,New QRId:20249
Item ID:102983,Old QRId:None,New QRId:20250
Item ID:102984,Old QRId:None,New QRId:20251
Item ID:102985,Old QRId:None,New QRId:20252
Item ID:102986,Old QRId:None,New QRId:20253
Item ID:102987,Old QRId:None,New QRId:20254
Item ID:102988,Old QRId:None,New QRId:20255
Item ID:102989,Old QRId:None,New QRId:20256
Item ID:102990,Old QRId:None,New QRId:20257
Item ID:102991,Old QRId:None,New QRId:20258
Item ID:102992,Old QRId:None,New QRId:20259
Item ID:102993,Old QRId:None,New QRId:20260
Item ID:102994,Old QRId:None,New QRId:20261
Item ID:102995,Old QRId:None,New QRId:20262
Item ID:102996,Old QRId:None,New QRId:20263
Item ID:102997,Old QRId:None,New QRId:20264
Item ID:102998,Old QRId:None,New QRId:20265
Item ID:102999,Old QRId:None,New QRId:20266
Item ID:103000,Old QRId:None,New QRId:20267
Item ID:103001,Old QRId:None,New QRId:20268
Item ID:103002,Old QRId:None,New QRId:20269
Item ID:103003,Old QRId:None,New QRId:20270
Item ID:103004,Old QRId:None,New QRId:20271
Item ID:103005,Old QRId:None,New QRId:20272
Item ID:103006,Old QRId:None,New QRId:20273
Item ID:103007,Old QRId:None,New QRId:20274
Item ID:103008,Old QRId:None,New QRId:20275
Item ID:103009,Old QRId:None,New QRId:20276
Item ID:103010,Old QRId:None,New QRId:20277
Item ID:103011,Old QRId:None,New QRId:20278
Item ID:103012,Old QRId:None,New QRId:20279
Item ID:103013,Old QRId:None,New QRId:20280
Item ID:103014,Old QRId:None,New QRId:20281
Item ID:103015,Old QRId:None,New QRId:20282
Item ID:103016,Old QRId:None,New QRId:20283
Item ID:103017,Old QRId:None,New QRId:20284
Item ID:103018,Old QRId:None,New QRId:20285
Item ID:103019,Old QRId:None,New QRId:20286
Item ID:103020,Old QRId:None,New QRId:20287
Item ID:103021,Old QRId:None,New QRId:20288
Item ID:103022,Old QRId:None,New QRId:20289
Item ID:103023,Old QRId:None,New QRId:20290
Item ID:103024,Old QRId:None,New QRId:20291
Item ID:103025,Old QRId:None,New QRId:20292
Item ID:103026,Old QRId:None,New QRId:20293
Item ID:103027,Old QRId:None,New QRId:20294
Item ID:103028,Old QRId:None,New QRId:20295
Item ID:103029,Old QRId:None,New QRId:20296
Item ID:103030,Old QRId:None,New QRId:20297
Item ID:103031,Old QRId:None,New QRId:20298
Item ID:103032,Old QRId:None,New QRId:20299
Item ID:103033,Old QRId:None,New QRId:20300
Item ID:103034,Old QRId:None,New QRId:20301
Item ID:103035,Old QRId:None,New QRId:20302
Item ID:103036,Old QRId:None,New QRId:20303
Item ID:103037,Old QRId:None,New QRId:20304
Item ID:103038,Old QRId:None,New QRId:20305
Item ID:103039,Old QRId:None,New QRId:20306
Item ID:103040,Old QRId:None,New QRId:20307
Item ID:103041,Old QRId:None,New QRId:20308
Item ID:103042,Old QRId:None,New QRId:20309
Item ID:103043,Old QRId:None,New QRId:20310
Item ID:103044,Old QRId:None,New QRId:20311
Item ID:103045,Old QRId:None,New QRId:20312
Item ID:103046,Old QRId:None,New QRId:20313
Item ID:103047,Old QRId:None,New QRId:20314
Item ID:103048,Old QRId:None,New QRId:20315
Item ID:103049,Old QRId:None,New QRId:20316
Item ID:103050,Old QRId:None,New QRId:20317
Item ID:103051,Old QRId:None,New QRId:20318
Item ID:103052,Old QRId:None,New QRId:20319
Item ID:103053,Old QRId:None,New QRId:20320
Item ID:103054,Old QRId:None,New QRId:20321
Item ID:103055,Old QRId:None,New QRId:20322
Item ID:103056,Old QRId:None,New QRId:20323
Item ID:103057,Old QRId:None,New QRId:20324
Item ID:103058,Old QRId:None,New QRId:20325
Item ID:103145,Old QRId:None,New QRId:20326
Item ID:103146,Old QRId:None,New QRId:20327
Item ID:103147,Old QRId:None,New QRId:20328
Item ID:103148,Old QRId:None,New QRId:20329
Item ID:103149,Old QRId:None,New QRId:20330
Item ID:103150,Old QRId:None,New QRId:20331
Item ID:103151,Old QRId:None,New QRId:20332
Item ID:103152,Old QRId:None,New QRId:20333
Item ID:103153,Old QRId:None,New QRId:20334
Item ID:103154,Old QRId:None,New QRId:20335
Item ID:103155,Old QRId:None,New QRId:20336
Item ID:103156,Old QRId:None,New QRId:20337
Item ID:103157,Old QRId:None,New QRId:20338
Item ID:103158,Old QRId:None,New QRId:20339
Item ID:103159,Old QRId:None,New QRId:20340
Item ID:103160,Old QRId:None,New QRId:20341
Item ID:103161,Old QRId:None,New QRId:20342
Item ID:103162,Old QRId:None,New QRId:20343
Item ID:103163,Old QRId:None,New QRId:20344
Item ID:103164,Old QRId:None,New QRId:20345
Item ID:103165,Old QRId:None,New QRId:20346
Item ID:103166,Old QRId:None,New QRId:20347
Item ID:103167,Old QRId:None,New QRId:20348
Item ID:103168,Old QRId:None,New QRId:20349
Item ID:103169,Old QRId:None,New QRId:20350
Item ID:103170,Old QRId:None,New QRId:20351
Item ID:103171,Old QRId:None,New QRId:20352
Item ID:103172,Old QRId:None,New QRId:20353
Item ID:103173,Old QRId:None,New QRId:20354
Item ID:103174,Old QRId:None,New QRId:20355
Item ID:103175,Old QRId:None,New QRId:20356
Item ID:103176,Old QRId:None,New QRId:20357
Item ID:103177,Old QRId:None,New QRId:20358
Item ID:103178,Old QRId:None,New QRId:20359
Item ID:103179,Old QRId:None,New QRId:20360
Item ID:103180,Old QRId:None,New QRId:20361
Item ID:103181,Old QRId:None,New QRId:20362
Item ID:103182,Old QRId:None,New QRId:20363
Item ID:103183,Old QRId:None,New QRId:20364
Item ID:103184,Old QRId:None,New QRId:20365
Item ID:103185,Old QRId:None,New QRId:20366
Item ID:103186,Old QRId:None,New QRId:20367
Item ID:103187,Old QRId:None,New QRId:20368
Item ID:103188,Old QRId:None,New QRId:20369
Item ID:103189,Old QRId:None,New QRId:20370
Item ID:103190,Old QRId:None,New QRId:20371
Item ID:103191,Old QRId:None,New QRId:20372
Item ID:103192,Old QRId:None,New QRId:20373
Item ID:103193,Old QRId:None,New QRId:20374
Item ID:103194,Old QRId:None,New QRId:20375
Item ID:103195,Old QRId:None,New QRId:20376
Item ID:103196,Old QRId:None,New QRId:20377
Item ID:103197,Old QRId:None,New QRId:20378
Item ID:103198,Old QRId:None,New QRId:20379
Item ID:103199,Old QRId:None,New QRId:20380
Item ID:103200,Old QRId:None,New QRId:20381
Item ID:103201,Old QRId:None,New QRId:20382
Item ID:103202,Old QRId:None,New QRId:20383
Item ID:103203,Old QRId:None,New QRId:20384
Item ID:103204,Old QRId:None,New QRId:20385
Item ID:103205,Old QRId:None,New QRId:20386
Item ID:103206,Old QRId:None,New QRId:20387
Item ID:103207,Old QRId:None,New QRId:20388
Item ID:103208,Old QRId:None,New QRId:20389
Item ID:103209,Old QRId:None,New QRId:20390
Item ID:103210,Old QRId:None,New QRId:20391
Item ID:103211,Old QRId:None,New QRId:20392
Item ID:103212,Old QRId:None,New QRId:20393
Item ID:103213,Old QRId:None,New QRId:20394
Item ID:103214,Old QRId:None,New QRId:20395
Item ID:103215,Old QRId:None,New QRId:20396
Item ID:103216,Old QRId:None,New QRId:20397
Item ID:103217,Old QRId:None,New QRId:20398
Item ID:103218,Old QRId:None,New QRId:20399
Item ID:103219,Old QRId:None,New QRId:20400
Item ID:103220,Old QRId:None,New QRId:20401
Item ID:103221,Old QRId:None,New QRId:20402
Item ID:103222,Old QRId:None,New QRId:20403
Item ID:103223,Old QRId:None,New QRId:20404
Item ID:103224,Old QRId:None,New QRId:20405
Item ID:103225,Old QRId:None,New QRId:20406
Item ID:103226,Old QRId:None,New QRId:20407
Item ID:103227,Old QRId:None,New QRId:20408
Item ID:103228,Old QRId:None,New QRId:20409
Item ID:103229,Old QRId:None,New QRId:20410
Item ID:103230,Old QRId:None,New QRId:20411
Item ID:103231,Old QRId:None,New QRId:20412
Item ID:103232,Old QRId:None,New QRId:20413
Item ID:103233,Old QRId:None,New QRId:20414
Item ID:103234,Old QRId:None,New QRId:20415
Item ID:103235,Old QRId:None,New QRId:20416
Item ID:103236,Old QRId:None,New QRId:20417
Item ID:103237,Old QRId:None,New QRId:20418
Item ID:103238,Old QRId:None,New QRId:20419
Item ID:103239,Old QRId:None,New QRId:20420
Item ID:103240,Old QRId:None,New QRId:20421
Item ID:103241,Old QRId:None,New QRId:20422
Item ID:103242,Old QRId:None,New QRId:20423
Item ID:103243,Old QRId:None,New QRId:20424
Item ID:103244,Old QRId:None,New QRId:20425
Item ID:103245,Old QRId:None,New QRId:20426
Item ID:103246,Old QRId:None,New QRId:20427
Item ID:103247,Old QRId:None,New QRId:20428
Item ID:103248,Old QRId:None,New QRId:20429
Item ID:103249,Old QRId:None,New QRId:20430
Item ID:103250,Old QRId:None,New QRId:20431
Item ID:103251,Old QRId:None,New QRId:20432
Item ID:103252,Old QRId:None,New QRId:20433
